,#,Res.,Ref.,Update,Notes,Status,Dropoff,Day,Dropoff Date,Time,Pickup,Pickup Date,Time_c13,# Days,Category,Vehicle,Colour,Items,Insurance,Departure,Next Rental,RCM_Rego,Pickup Date Time,Dropoff Date Time
272,A,30091,A,A,A,RETURNED,A,A,2024-05-09,17:00,SYD,2024-05-07,08:20,A,A,5848190,Clear White,A,A,A,A,FBU81K,2024-05-07 08:20:00,2024-05-09 17:00:00
273,A,24692,A,A,A,RETURNED,A,A,2024-05-09,17:25,SYD,2024-05-09,10:30,A,A,5849958,SILVER,A,A,A,A,EZP24G,2024-05-09 10:30:00,2024-05-09 17:25:00
274,A,30092,A,A,A,RETURNED,A,A,2024-05-09,18:30,SYD,2024-05-08,10:35,A,A,5848167,Grey,A,A,A,A,EYX33D,2024-05-08 10:35:00,2024-05-09 18:30:00
275,A,27451,A,A,A,RETURNED,A,A,2024-05-09,18:30,SYD,2024-05-04,10:30,A,A,5848119,Ecotronic Grey,A,A,A,A,EZP21N,2024-05-04 10:30:00,2024-05-09 18:30:00
276,A,28886,A,A,A,RETURNED,A,A,2024-05-10,08:00,SYD,2024-05-09,11:35,A,A,5849956,Silver,A,A,A,A,DJ67YC,2024-05-09 11:35:00,2024-05-10 08:00:00
277,A,29825,A,A,A,RETURNED,A,A,2024-05-10,08:25,SYD,2024-05-08,11:30,A,A,5849971,Brixton Blue,A,A,A,A,DH66QP,2024-05-08 11:30:00,2024-05-10 08:25:00
278,A,29014,A,A,A,RETURNED,A,A,2024-05-10,08:45,SYD,2024-05-08,11:35,A,A,5849985,Midnight Blue,A,A,A,A,S539CVE,2024-05-08 11:35:00,2024-05-10 08:45:00
279,A,20112,A,A,A,RETURNED,A,A,2024-05-10,09:00,SYD,2024-05-07,11:30,A,A,5849970,Astro Grey,A,A,A,A,EZP24E,2024-05-07 11:30:00,2024-05-10 09:00:00
280,A,28681,A,A,A,RETURNED,A,A,2024-05-10,09:05,SYD,2024-05-08,13:30,A,A,5848137,Atlas White,A,A,A,A,EZP21K,2024-05-08 13:30:00,2024-05-10 09:05:00
281,A,30197,A,A,A,RETURNED,A,A,2024-05-10,09:15,SYD,2024-05-09,09:50,A,A,5849933,Blue,A,A,A,A,DJ72YC,2024-05-09 09:50:00,2024-05-10 09:15:00
282,A,30228,A,A,A,RETURNED,A,A,2024-05-10,09:35,SYD,2024-05-08,10:25,A,A,5849991,White,A,A,A,A,DH46QN,2024-05-08 10:25:00,2024-05-10 09:35:00
283,A,25129,A,A,A,RETURNED,A,A,2024-05-10,09:40,SYD,2024-05-06,20:15,A,A,5848172,Saturn Silver,A,A,A,A,S659CVF,2024-05-06 20:15:00,2024-05-10 09:40:00
284,A,30269,A,A,A,RETURNED,A,A,2024-05-10,11:10,SYD,2024-05-08,16:35,A,A,5849945,Silver,A,A,A,A,DJ64YC,2024-05-08 16:35:00,2024-05-10 11:10:00
285,A,29616,A,A,A,RETURNED,A,A,2024-05-10,11:25,SYD,2024-05-05,12:05,A,A,5849981,Misty Grey,A,A,A,A,DH67QP,2024-05-05 12:05:00,2024-05-10 11:25:00
286,A,29609,A,A,A,RETURNED,A,A,2024-05-10,12:00,SYD,2024-05-07,10:25,A,A,5848114,Space Black,A,A,A,A,S665CVF,2024-05-07 10:25:00,2024-05-10 12:00:00
287,A,29934,A,A,A,RETURNED,A,A,2024-05-10,12:20,SYD,2024-05-08,13:15,A,A,5848170,SILVER,A,A,A,A,S304CTG,2024-05-08 13:15:00,2024-05-10 12:20:00
288,A,30287,A,A,A,RETURNED,A,A,2024-05-10,12:30,SYD,2024-05-08,11:40,A,A,5849994,Midnight Blue,A,A,A,A,S664CVF,2024-05-08 11:40:00,2024-05-10 12:30:00
289,A,21582,A,A,A,RETURNED,A,A,2024-05-10,13:30,SYD,2024-05-05,11:40,A,A,5849943,White,A,A,A,A,FEQ30P,2024-05-05 11:40:00,2024-05-10 13:30:00
290,A,29318,A,A,A,RETURNED,A,A,2024-05-10,13:40,SYD,2024-05-08,13:55,A,A,5848193,Saturn Silver,A,A,A,A,S656CVF,2024-05-08 13:55:00,2024-05-10 13:40:00
291,A,29448,A,A,A,RETURNED,A,A,2024-05-10,14:25,SYD,2024-05-08,10:25,A,A,5848198,WHITE,A,A,A,A,S490CXF,2024-05-08 10:25:00,2024-05-10 14:25:00
292,A,29030,A,A,A,RETURNED,A,A,2024-05-10,15:05,SYD,2024-05-09,14:05,A,A,5849989,Mercurial Grey,A,A,A,A,S657CVF,2024-05-09 14:05:00,2024-05-10 15:05:00
293,A,29224,A,A,A,RETURNED,A,A,2024-05-10,16:30,SYD,2024-05-10,07:30,A,A,5848111,WHITE,A,A,A,A,S003CTM,2024-05-10 07:30:00,2024-05-10 16:30:00
294,A,28344,A,A,A,RETURNED,A,A,2024-05-10,16:40,SYD,2024-05-08,18:45,A,A,5849977,Aurora Black,A,A,A,A,EZP24D,2024-05-08 18:45:00,2024-05-10 16:40:00
295,A,29474,A,A,A,RETURNED,A,A,2024-05-10,17:00,SYD,2024-05-09,17:55,A,A,5848181,Astro Black,A,A,A,A,EZP24J,2024-05-09 17:55:00,2024-05-10 17:00:00
296,A,30533,A,A,A,RETURNED,A,A,2024-05-10,17:10,SYD,2024-05-10,10:45,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-10 10:45:00,2024-05-10 17:10:00
297,A,29321,A,A,A,RETURNED,A,A,2024-05-10,17:15,SYD,2024-05-06,08:30,A,A,5848151,Black,A,A,A,A,DJ69YC,2024-05-06 08:30:00,2024-05-10 17:15:00
298,A,30041,A,A,A,RETURNED,A,A,2024-05-10,17:55,SYD,2024-05-10,08:45,A,A,5848156,WHITE,A,A,A,A,S161CTZ,2024-05-10 08:45:00,2024-05-10 17:55:00
299,A,26280,A,A,A,RETURNED,A,A,2024-05-10,18:10,SYD,2024-05-06,16:55,A,A,5849993,SPARKLING SILVER,A,A,A,A,DF15EW,2024-05-06 16:55:00,2024-05-10 18:10:00
300,A,28309,A,A,A,RETURNED,A,A,2024-05-10,18:45,SYD,2024-04-27,08:50,A,A,5848103,White Diamond,A,A,A,A,S003CVX,2024-04-27 08:50:00,2024-05-10 18:45:00
301,A,27295,A,A,A,RETURNED,A,A,2024-05-10,20:10,SYD,2024-05-05,16:15,A,A,5848120,TITANIUM GREY,A,A,A,A,S112CUZ,2024-05-05 16:15:00,2024-05-10 20:10:00
302,A,29473,A,A,A,RETURNED,A,A,2024-05-11,07:25,SYD,2024-05-08,10:30,A,A,5849965,WHITE,A,A,A,A,S159CTZ,2024-05-08 10:30:00,2024-05-11 07:25:00
303,A,30418,A,A,A,RETURNED,A,A,2024-05-11,07:30,SYD,2024-05-10,07:20,A,A,5848148,GREY,A,A,A,A,S980CTK,2024-05-10 07:20:00,2024-05-11 07:30:00
304,A,29833,A,A,A,RETURNED,A,A,2024-05-11,07:40,SYD,2024-05-07,10:50,A,A,5848182,Black Pearl Metallic,A,A,A,A,DH70QP,2024-05-07 10:50:00,2024-05-11 07:40:00
305,A,26183,A,A,A,RETURNED,A,A,2024-05-11,07:40,SYD,2024-05-05,10:40,A,A,5848115,Mighty Yellow,A,A,A,A,EZP21T,2024-05-05 10:40:00,2024-05-11 07:40:00
306,A,26668,A,A,A,RETURNED,A,A,2024-05-11,08:50,SYD,2024-05-06,13:10,A,A,5848183,Black Pearl Metallic,A,A,A,A,DH69QP,2024-05-06 13:10:00,2024-05-11 08:50:00
307,A,26763,A,A,A,RETURNED,A,A,2024-05-11,08:55,SYD,2024-05-09,08:35,A,A,5848136,Yellow,A,A,A,A,S942CSX,2024-05-09 08:35:00,2024-05-11 08:55:00
308,A,29475,A,A,A,RETURNED,A,A,2024-05-11,09:35,SYD,2024-05-10,10:15,A,A,5849926,Atlas White,A,A,A,A,EZP21Q,2024-05-10 10:15:00,2024-05-11 09:35:00
309,A,30432,A,A,A,RETURNED,A,A,2024-05-11,10:00,SYD,2024-05-10,07:50,A,A,5848106,Grey,A,A,A,A,EZE21N,2024-05-10 07:50:00,2024-05-11 10:00:00
310,A,30484,A,A,A,RETURNED,A,A,2024-05-11,10:45,SYD,2024-05-09,17:55,A,A,5848113,Blue,A,A,A,A,S160CRO,2024-05-09 17:55:00,2024-05-11 10:45:00
311,A,27441,A,A,A,RETURNED,A,A,2024-05-11,10:45,SYD,2024-04-29,09:25,A,A,5848161,,A,A,A,A,S437CRH,2024-04-29 09:25:00,2024-05-11 10:45:00
312,A,16507,A,A,A,RETURNED,A,A,2024-05-11,12:05,SYD,2024-05-05,17:50,A,A,5848101,Grey,A,A,A,A,EWF23W,2024-05-05 17:50:00,2024-05-11 12:05:00
313,A,26348,A,A,A,RETURNED,A,A,2024-05-11,12:15,SYD,2024-05-09,12:45,A,A,5848133,Clear White,A,A,A,A,EZC26B,2024-05-09 12:45:00,2024-05-11 12:15:00
314,A,26256,A,A,A,RETURNED,A,A,2024-05-11,12:20,SYD,2024-05-07,17:40,A,A,5849920,Space Black,A,A,A,A,S673CVF,2024-05-07 17:40:00,2024-05-11 12:20:00
315,A,27520,A,A,A,RETURNED,A,A,2024-05-11,12:35,SYD,2024-05-09,10:50,A,A,5849949,Brixton Blue,A,A,A,A,DH64QP,2024-05-09 10:50:00,2024-05-11 12:35:00
316,A,30461,A,A,A,RETURNED,A,A,2024-05-11,12:45,SYD,2024-05-09,19:35,A,A,232207916429,DOVE WHITE,A,A,A,A,DK83HX,2024-05-09 19:35:00,2024-05-11 12:45:00
